,dir_name,prod_name,studio_name,title,year,prc,cat,awattr,awtype,location
800,Tucker,Terry Morse,Embassy,Robot Monster,1954,bnw,ScFi,Gold,Bear,Tokyo city
801,Y.Robert,Y.Robert,Gaumont,My Father's Glory,1982,Ecol,Romt,*,H,Tokyo city
802,Alan~Smithee,Richard E. Lyons,Universal,Raging Angels,199x,col,TV,*,H,Tokyo city
803,Blasetti,Richard E. Lyons,Universal,Too Bad She's Bad,1955,col,Comd,*,H,Tokyo city
804,Sakellarios,Richard E. Lyons,Universal,"Music, Poverty, and Pride",1955,col,Comd,*,H,Tokyo city
805,B.Edwards,B.Edwards,U.A.,Son of the Pink Panther,1993,col,Comd,0,H,Chicago bar city
806,VeSota,B.Edwards,U.A.,The Brain Eaters,1975,col,Horr,0,H,Chicago bar city
807,Laughton,Paul Gregory,U.A.,The Night of the Hunter,1955,bnw,Horr,**,H,Chicago bar city town
808,Sautet,Paul Gregory,U.A.,Nelly and Monsieur Arnaud,1996,col,Romt,*,Cesardir,Chicago bar city town
809,C.Wilde,C.Wilde,U.A.,Shark's Treasure,1975,Tcol,Dram,*,H,Chicago bar city town sea
810,Gould,Sam Katzman,Columbia,Jungle Moon Men,1955,bnw,Advt,*,H,Chicago bar city town sea
811,Del.Mann,Harold Hecht,U.A.,Separate Tables,1983,Tcol,Dram,**,H,Asbury Park city resort town hotel
812,Medford,Walter Mirrisch,U.A.,The Organization,1971,DeLuxe,Advt,0,H,S.F. city
813,Fowler,Herman Cohen,Allied Artists,The Rebel Set,1959,#NAME?,Horr,0,H,S.F. city
814,Tzavellas,Herman Cohen,Allied Artists,Antigone,1961,#NAME?,Dram,0,H,Thebes city
815,H.Hoffman,Nicholas Nyfack,MGM,The Invisible Boy,1957,col,ScFi,0,H,Bowery city
816,Luske,Erdmann Penner,Disney,Lady and the Tramp,1955,CS,Cart,**,H,Bowery city
817,Verneuil,Erdmann Penner,Disney,Des Gens sans Importance,1955,CS,Cart,**,H,Lisbon city public
818,Wolff,Erdmann Penner,Disney,Drei von der Tankstelle,1955,CS,Romt,**,H,Lisbon city public public
819,I.Allen,I.Allen,Fox,The Swarm,1978,col,Advt,0,W50,Lisbon city public public afterlife ship airplane
820,J.Parker,J.Parker,API,Dementia,1955,bnw,Fant,0,W50,Lisbon city public public afterlife ship airplane city
821,Clayton,Peter Vincent Douglas,Disney,Something Wicked This Way Comes,1983,Tcol,Fant,0,H,Long Island town am.park
822,Addis,Hitchcock,Shamley,The Indestructible Mr.~Weems,1957,TV,Susp,0,H,Long Island town am.park train town
823,Shavelson,Shavelson,Paramount,A New Kind of Love,1963,Tcol,Comd,0,H,Paris city
824,Panama,Panama,Paramount,"Coffee, Tea, or Me?",1973,TV,Comd,***,H,Paris city palace
825,dosSantos,Panama,Paramount,Como era Gostoso o Meu Frances,1971,TV,Dram,***,H,Rio de Janeiro city csd csd
826,Ph.Dunne,Jerry Wald,Fox,Blindfold,1966,DeLuxe,Musc,0,H,Rio de Janeiro city csd csd
827,P.Saville,Jerry Wald,Fox,Metroland,1999,col,Dram,0,H,Metroland town
828,Altman,Etchie Stroh,Sandcastle,Gosford Park,2002,col,Susp,GC***,AA,Holly Springs mansion
829,Rbt.Gordon,Charles H. Schneer,Columbia,It Came from beneath the Sea,1955,bnw,ScFi,GC***,AA,S.F. city
830,Corman,Corman,U.A.,Watchers II,1987,col,Horr,**,H,London city estate hospital csd csd airplane
831,Ghatak,Corman,U.A.,Subarnarekha,1965,col,Horr,**,H,London city estate hospital csd csd airplane
832,Milland,Corman,Republic,A Man Alone,1955,Trucolor,West,0,H,London city estate hospital csd csd airplane desert
833,R.Stevens,Hitchcock,Shamley,"The Monkey's Paw, A Retelling",1965,TV,Susp,0,H,S.F. city bar store csd
834,St.Kramer,St.Kramer,Associated General,The Runner Stumbles,1979,CFcol,Susp,0,H,Nurnberg city sea estate
835,Hani,St.Kramer,Iwapami,Hatsui Jigokuhen,1968,bnw,Docu,0,H,Shinjuku town
836,Gries,Jerry Gershwin,U.A.,The Greatest,1980,DeLuxe,BioP,*,H,Shinjuku town sports
837,V.Davies,Aaron Rosenberg,U-I,The Benny Goodman Story,1955,Tcol,BiopP,*,H,Chicago city
838,Fairchild,Herbert Mason,Group Three,John and Julie,1955,Ecol,Comd,0,H,London city
839,A.Biberman,Herbert Mason,Group Three,The Price of Fear,1956,Ecol,Comd,0,H,London city
840,Band,Herbert Mason,Group Three,I Bury the Living,1957,Ecol,Horr,0,H,London city
841,McLaglen,Euan Lloyd,Lorimar,The Sea Wolves,1980,Ecol,Advt,*,H,London city csd csd work csd
842,C.Donner,Jerry Sherlock,U.A.,A Christmas Carol,1982,TV,Advt,0,H,Paris city palace
843,McGuire,Jerry Sherlock,U.A.,The Delicate Delinquent,1957,TV,Comd ,0,H,Paris city palace
844,F.Cockrell,Hitchcock,Shamley,The Rose Garden,1956,TV,Susp,0,H,Paris city palace estate
845,F.Cook,Michael Myerberg,U.A.,A Love Affair: The Eleanor and Lou Gehrig Story,1980,TV ,BioP,***,H,Manhattan city
846,Eichorn,A.O. Bayer,Headliner,The Violent Years,1956,bnw,Porn,***,H,Manhattan city
847,Lyon,Lawrence Edward Watkin,Disney,Great Locomotive Chase,1956,CS,Advt,*,H,Manhattan city
848,Pollock,Ray~Stark,Universal,,1999,Tcol,West,*,H,Manhattan city
849,G.Oswald,Ray~Stark,Universal,Agent for H.A.R.M.,1966,Tcol,West,*,H,Manhattan city
850,Daugherty,Hitchcock,Shamley,Nothing Ever Happens in Linvale,1963,TV,Susp,*,H,Salem town
851,Cornfield,Cornfield,Universal,title,1956,Tcol,Susp,*,H,Salem town
852,J.M.Lucas,Hitchcock,Shamley,Malice Domestic,1957,TV,Susp,*,H,S.F. town city
853,Kadar,Hitchcock,Barranov,The Shop on Main Street,1964,bnw,Susp,Zinneman,VIP,S.F. town city store
854,Anthony,Paul Roebling,bnw,Tomorrow,1972,Z*,Dram,Zinneman,VIP,S.F. town city store town
855,Neilson,Ron Miller,Disney,Summer Magic,1963,Tcol,Romt,*,H,Boston city
856,Rivette,Ron Miller,Disney,Divertimento,1993,Tcol,Dram,*,H,Paris city theater home estate estate
857,Bricken,Hitchcock,Shamley,Touch\'e,1959,bnw,Susp,*,H,Paris city theater home estate estate town home
858,Malle,Simon Relph,NewLine,Vanya on 42nd Street,1994,col,Dram,*,AAN,NYC city
859,Ferreri,Simon Relph,NewLine,Tales of Ordinary Madness,1981,col,Porn,*,AAN,NYC city
860,Ritt,Streisand,MGM,Iris and Stanley,1989,DuArt,Romt,*,H,NYC city
861,Cerf,Cerf,MGM,Jungle Hell,1956,bnw,ScFi,*,H,NYC city
862,R.Lewis,Robert Emmett Dolan,Paramount,If Things Were Different,1980,Tcol,Musc,*,H,NYC city theater ship theater
863,Vadim,Gene Roddenberry,MGM,Don Juan,1973,col,Romt,not,H,Paris city space
864,Post,Dennis F. Stevens,Cinema Arts,Diary of a Teenage Hitchhiker,1979,col,Actn,*,CG,Paris city space
865,UnYear51,Dennis F. Stevens,Cinema Arts,Mademoiselle Striptease,1957,col,Porn,*,CG,Paris city
866,Unknown56,Dennis F. Stevens,Cinema Arts,The Wonderful Country,1956,col,West,*,CG,Paris city
867,Hiller,Esterhaz,Buena Vista,"Burn, Hollywood, Burn: An Alan Smithee Film",1998,col,Comd,0,H,NYC city city city
868,Ryazanov,Esterhaz,Buena Vista,A Forgotten Tune for the Flute,1987,col,Comd,0,H,NYC city city city
869,Jewell,Ben Schwalb,Allied,Hold That Hypnotist,1957,bnw,Comd,0,H,NYC city city city
870,Burt~Balaban,Stuart Rosenberg,Fox,"Murder, Incorporated",1957,CS,Dram,0,H,NYC city
871,D.Taylor,Peter Vincent Douglas,BBC,Antigone,1985,TV,Dram,*,H,Pearl Harbor sea resort
872,Molinaro,Marcello Danon,U.A,Beaumarchais l'insolent,1996,Tcol,Comd,0,H,Pearl Harbor sea resort town bar bar
873,Mendez,Abel Salazar,K.Gordon Murray ,El Ataud del Coffin,1958,bnw,Horr,0,H,Pearl Harbor sea resort town bar bar
874,Rosi,Patrice Ledoux,Gaumont,Dimenticare Palermo,1990,Ecol,Musc,**,H,Pearl Harbor sea resort town bar bar csd town
875,G.Thomas,Peter Rogers,Anglo Amalgamated,Carry On Emanuelle,1977,bnwd,Comd,0,H,Pearl Harbor sea resort town bar bar csd town mil.inst.
876,Frankenheimer,Frank Macusi~jr.,U.A.,Ronin,1998,col,Susp,Margulies: bad movies we love,VIP,Paris city resort
877,Honda,Tanaka,Toho,Godzilla's Revenge,1969,col,ScFi,Margulies: bad movies we love,VIP,Paris city resort work
878,J.B.Clark,J.B.Clark,API,Flipper,1996,col,Advt,0,H,Dallas city
879,Winner,Elliot Kastner,Cannon,Wicked Lady,1983,col,Comd,0,H,NYC city movies csd
880,Relph,Dearden,Rank,Rockets Galore,1957,Tcol,Comd,0,H,NYC city movies csd
881,Wekwerth,Dearden,Berliner Ensemble,Mutter Courage und Ihre Kinder,1961,Tcol,Dram,0,H,NYC city movies csd
882,Acub,Dearden,Berliner Ensemble,Three Fugitives,1957,Tcol,Dram,0,H,NYC city movies csd
883,Landres,Jules Levy,U.A.,The Vampire,1957,bnw,Horr,0,H,NYC city movies csd
884,Birdwell,Zugsmith,Universal,The Girl in the Kremlin,1957,bnw,Dram,0,H,NYC city movies csd
885,R.Day,Melvin Simon,Fox,The Man With Bogart's Face,1980,CFcol,Comd,0,H,NYC city movies csd palace
886,Mulligan,Mulligan,MGM-U.A.,The Man in the Moon,1991,col,Romt,0,H,Hollywood town school town
887,Furie,James S. White,Paramount,Purple Hearts,1984,col,Horr,*,H,Hollywood town school town
888,Lumet,Ransohoff,Paramount,Gloria,1999,col,Dram,0,H,NYC city hospital
889,Spielberg,Ian Bryce,DreamWorks,Saving Private Ryan,1998,col,Dram,35,AAdir,Omaha Beach mil.inst.
890,Siliphant,Hitchcock,Shamley,The Woman Who Turned to Salt,1958,TV,Susp,35,AAdir,Omaha Beach mil.inst.
891,W.Price,Hitchcock,Shamley,"Rock, Rock, Rock",1957,TV,Musc,35,AAdir,Omaha Beach mil.inst.
892,Mehboob,Hitchcock,Mehboob productions,Mother India,1957,Tcol,Dram,35,AAN,Omaha Beach mil.inst.
893,Masumura,Hitchcock,Mehboob productions,Seisaku no Tsuma,1965,Tcol,Dram,35,AAN,Omaha Beach mil.inst.
894,UnYear57,Hitchcock,Mehboob productions,Stage Struck,1957,Tcol,Dram,35,AAN,Omaha Beach mil.inst. airplane
895,Crabtree,John Croydon,MGM,Fiend Without a Face,1958,bnw,ScFi,35,AAN,Omaha Beach mil.inst. airplane museum mil.inst.
896,A.Reisner,Robin Smith,Paramount,Saint Louis Blues,1958,bnw,BioP,35,AAN,St.Louis city city
897,Napoleon,Blanke,Warners,Too Much Too Soon,1958,bnw,BioP,*,H,St.Louis city city movies
898,Quinn,deMille,Warners,The Buccaneer,1958,col,Epic,not,H,St.Louis city city movies
899,A.Penn,Fred Coe,U.A.,Four Friends,1981,bnw,BioP,*,H,St.Louis city city movies town csd csd
900,Ripley,Mitchum,U.A.,Thunder Road,1958,bnw,Actn,*,H,St.Louis city city movies town csd csd csd
901,Sagal,Walter Seltzer,ABC,"Rich Man, Poor Man",1976,TV,Dram,*,H,L.A. city
902,Chabrol,Andre Genoves,La Boetie,Merci pour le Chocolat,2000,col,Dram,**,H,Paris city town
903,Rich,J.Lang,Universal,A Family Upside Down,1980,Tcol,Dram,0,H,Paris city town
904,Swift,Kohlmar,U.A.,How To Succeed in Business Without Really Trying,1967,DeLuxe,Musc,**,H,NYC city
905,Truffaut,Marcel Bebert,Carosse,Vivement Dimanche,1983,bnw,Noir,Zinneman,Cesardir,Grenoble town
906,Dunn,Marcel Bebert,Carosse,Cosmic Monster,1958,bnw,Noir,Zinneman,Cesardir,Grenoble town
907,Gilling,Anthony Nelson-Kay,Hammer,Blood from the Mummy's Tomb,1971,Tcol,Horr,0,H,Grenoble town resort
908,Elman,J.Harrison,Shamley,On the Nose,1958,TV,Susp,0,H,Grenoble town resort
909,Kershner,Jon Davidson,Orion,Robocop III,1991,col,Actn,*,H,Detroit city
910,Lerner,Jon Davidson,Orion,Murder by Contract,1958,col,Susp,*,H,Detroit city
911,Yeaworthy,Jack H. Harrris,Paramount,Beware! The Blob,1972,col,Horr,*,H,Detroit city town
912,Cardiff,Leslie Elliott,MGM British,The Liquidator,1965,Mcol,Comd,*,H,London city
913,Clavell,Clavell,ABC,The Last Valley,1971,Ecol,Actn,0,H,London city slum
914,J.Ferrer,Charles Brackett,Fox,State Fair,1962,CS,Comd,0,H,Paris city am.park
915,Reisz,Bernard Schwartz,HBO,Everybody Wins,1989,col,Actn,Kael: ***,VIP,Norwich town
916,Fruh,Bernard Schwartz,HBO,"Uli, le Valet de ferme",1960,col,Dram,Kael: ***,VIP,Norwich town work public
917,Foder,Pal,MGM,tom thumb,1958,col,Fant,Kael: ***,VIP,Norwich town work public
918,Benacerraf,Pal,MGM,Araya,1958,bnw,Docu,Kael: ***,VIP,Norwich town work public town
919,Camus,Sacha Gordine,Dispatfilm,Black Orpheus,1958,CS,Docu,*,AAfor,Rio de Janeiro city
920,daCosta,daCosta,Warners,The Music Man,1962,col,Musc,***,H,NYC city town
921,Pialat,daCosta,Gaumont,van Gogh,1992,col,BioP,Golden,Palm,Auvers-sur-Oise csd
922,N.LLoyd,Hitchcock,Shamley,The Life Work of Juan Diaz,1964,TV,Susp,Golden,Palm,Auvers-sur-Oise csd city town school csd csd
923,Cunha,Marc Frederic,Astor,Missile to the Moon,1959,bnw,Fant,Golden,Palm,Auvers-sur-Oise csd city town school csd csd
924,Hayers,George E. Brown,Hollyburn,The Trap,1966,col,Romt,**,H,Auvers-sur-Oise csd city town school csd csd csd
925,S.Holt,Jimmy Sangster,Hammer,Monsieur Lecoq,1968,bnw,Susp,*,H,Riviera resort desert
926,Whitney,Hitchcock,Shamley,Tarzan's Jungle Rebellion,1970,col,Advt,*,H,Riviera resort desert
927,Chahine,Hitchcock,Shamley,The Sparrow,1973,col,Advt,*,H,Riviera resort desert
928,Tarkovsky,Hitchcock,Mosfilm,The Sacrifice,1986,bnw,Dram,**,H,Solaris space mil.inst csd
929,Wicki,Aaron Rosenberg,Arcola,Morituri,1965,bnw,Dram,*,H,Solaris space mil.inst csd mil.inst. csd ship
930,C.Haas,Hitchcock,Shamley,Forecast: Low Clouds and Coastal Fog,1963,TV,Susp,*,H,Solaris space mil.inst csd mil.inst. csd ship jail
931,Dimopoulos,Hitchcock,Shamley,Astero,1959,TV,Dram,*,H,Solaris space mil.inst csd mil.inst. csd ship jail mountains
932,D.Sharp,James Kenelm Clarke,Pinewood Rank,The Thirty-nine Steps,1978,Ecol,Horr,*,H,London city
933,Petrie,Sandra Bullock,Warners,Miss Congeniality,2000,\Tcol,CnR,0,H,Miss USA pageant theater
934,Rohmer,Sandra Bullock,Carosse,Rendezvouz in Paris,1996,col,Romt,*,H,Paris city
935,Schmidhauser,Sandra Bullock,Carosse,Seelische Grausamkeit,1961,col,Dram,*,H,Paris city law
936,Newland,Hitchcock,MGM,"My Love, My Son",1970,TV,Dram,*,H,Paris city law hotel river
937,Godard,Boyd's Co.,Lightyear Entertainment,Histoire(s) du Cinema,1997,col,Hist,**,H,Sarajevo city
938,Horn,Hitchcock,Shamley,The Tender Poisoner,1962,TV,Susp,**,H,Sarajevo city
939,M.Ferrer,Grainger,Avon,Green Mansions,1959,TV,Dram,**,H,Amazon forest river
940,Almond,J.Harrison,Shamley,Isabel,1968,col,Susp,**,H,Amazon forest river store church resort
941,Wendkos,Richard Berg,Xenon Entertainment,A Woman Called Moses,1978,TV,Dram,0,H,Rome city
942,R.Asher,Richard Berg,Xenon Entertainment,The Intelligence Man,1965,TV,Dram,0,H,Rome city
943,Russ~Meyer,Russ~Meyer,Fox,The Seven Minutes,1971,DeLuxe,Porn,0,H,L.A. city
944,Bondartchuk,Russ~Meyer,Mosfilm,War and Peace,1964,col,Porn,0,AAfor,L.A. city
945,Rosenberg,Ron Silverman,Fox,Brubaker,1980,DeLuxe,Dram,*,H,S.F. city hospital ship
946,T.Richardson,Scherek,NBC,The Phantom of the Opera,1990,CFcol,Horr,0,H,Manchester city csd church hotel
947,Donehue,Schary,Warners,Sunrise at Campobello,1960,Tcol,Horr,*,H,Manchester city csd church hotel
948,Demicheli,Schary,Warners,"Carmen, de la Ronda",1959,Tcol,Dram,*,H,Manchester city csd church hotel
949,Crosland~jr,Hitchcock,Shamley,Last Seen Wearing Bluejeans,1963,TV,Susp,*,H,Dos Cucares bar town
950,Zugsmith,Robert Caramico,Famous,On Her Bed of Roses,1966,bnw,Dram,*,H,Dos Cucares bar town school
951,Karn,William J. Farris,Filmservice,Ma Barker's Killer Brood,1960,bnw,Actn,*,H,Dos Cucares bar town school
952,Lelouch,William J. Farris,Filmservice,Les Miserables,1995,col,Epic,++,SE,Paris city
953,Coletti,DeLaurentiis,Paramount,Under Ten Flags,1960,bnw,Docu,not,H,Paris ship city city
954,D.Potter,Amiel,BBC,The Green Man,1990,col TV,Horr,not,H,Paris ship city city town hospital hotel
955,D.Smith,George Golitzen,Disney,Pollyanna,1960,Tcol,Romt,*,H,Paris ship city city town hospital hotel town
956,Coutinho,George Golitzen,Disney,Cabra Marcadao Para Morrer,1984,Tcol,Docu,*,H,Paris ship city city town hospital hotel town csd
957,Cortes,George Golitzen,Disney,En Este Pueblo No Hay Ladrones,1964,Tcol,Comd,*,H,Paris ship city city town hospital hotel town csd
958,G.Reynolds,Hitchcock,Shamley,Craig's Will,1960,TV,Susp,*,H,Paris ship city city town hospital hotel town csd
959,Pontocorvo,Antonio Musu,Allied Artists,Burn!,1970,bnw,Epic,Zinneman,VIP,Paris ship city city town hospital hotel town csd island
960,Oury,Alain Poire,Gaumont Int.,L'As des As,1980,col,Dram,0,H,Berlin city
961,Pal,Pal,MGM,The Time Machine,1960,Mcol,ScFi,*,H,Berlin city
962,G.Stevens~jr.,J.Harrison,Shamley,"Coming, Mama",1961,bnw,Susp,*,H,Copper Pocket bar
963,H.A.Green,J.Harrison,Shamley,Party Line,1960,TV,Susp,*,H,Copper Pocket bar
964,Moxey,Donald Taylor,Omnia,Foxhole in Cairo,1960,bnw,BioP,0,H,Cairo city
965,Schlesinger,James Robinson,Fox,Cold Comfort Farm,1996,col,Romt,not,H,S.F. city
966,J.Lewis,J.Lewis,Paramount,The Patsy,1964,Tcol,Comd,0,H,Hollywood town
967,J.Demy,Sanford Lieberson,Sagittarius,Trois Places Pour la 26,1988,Ecol,BioP,Grand Prix Nationale,VIP,Hamelin town
968,Sher,Sanford Lieberson,Sagittarius,The 3 Worlds of Gulliver,1960,Ecol,ScFi,Grand Prix Nationale,VIP,Hamelin town
969,J.Wayne,J.Wayne,Batjac,The Green Berets,1968,Tcol,Actn,0,H,Hamelin town mil.inst. mil.inst.
970,Rogosin,J.Wayne,Batjac,Come Back Africa,1960,Tcol,Docu,0,H,Johannesburg city
971,L.Stevens,L.Stevens,Citation,Private Property,1960,bnw,Actn,0,H,Hollywood town
972,Bava,Guiseppe Zacciarello,Hallmark,Antefatto,1972,col,Horr,0,H,Hollywood town
973,Bonnard,Paolo Moffa,U.A.,"Scipio, the African",1967,col,Hist,0,H,Pompeii city
974,M.Welles,Harry Cushing,New World,Lady Frankenstein,1972,Mcol,ScFi,0,H,Pompeii city csd work
975,Oshima,Harry Cushing,New World,Empire of Passion,1978,Mcol,Fant,0,H,Pompeii city csd work slum
976,P.Verhoeven,Shep Morgan,Tristar,Showgirls,1996,col,Porn,0,Kron most sexy,Mars space
977,Dunlap,J.Harrison,Shamley,The Schartz-Metterklume Method,1960,TV,Susp,0,Kron most sexy,Mars space csd
978,Ri.Leacock,J.Harrison,Shamley,Chiefs,1968,TV,Susp,0,Kron most sexy,Mars space csd
979,MacDougall,Freed,MGM,The Subterraneans,1960,CS,Porn,0,Kron most sexy,S.F. city
980,Rich.Murphy,Freed,MGM,The Wackiest Ship in the Army,1960,CS,Porn,0,Kron most sexy,S.F. city
981,Rush,Melvin Simon,Warners,The Stunt Man,1980,Mcol,Dram,*,H,S.F. city
982,Polselli,Bruna Bolognesi,A.A.,L'Amante del Vampiro,1960,bnw,Horr,*,H,S.F. city palace
983,Amadio,Rudolphe Solmsen,U.A. ,The Minotaur,1960,col,Advt,*,H,Naxos island
984,Burge,Peter Snell,Coomonweath United,Julius Caesar,1970,Tcol,Dram,0,H,Naxos island
985,Kjellin,Hitchcock,Shamley,Completely Foolproof,1965,TV,Susp,0,H,NYC city
986,A.Singer,Hitchcock,Shamley,A Cold Wind in August,1961,TV,Dram,0,H,NYC city
987,B.Forbes,B.Forbes,MGM,International Velvet,1978,Mcol,Dram,0,H,NYC city csd town
988,Blackwood,Blackwood,MGM,Motel,1989,Mcol,Docu,0,H,motel public public theater
989,Petri,Blackwood,MGM,Investigation of a Citizen above Suspicion,1970,Mcol,Dram,0,H,Rome city
990,OBrien,OBrien,Paramount,Mantrap,1961,bnw \Pan,Dram,0,H,Rome city
991,Francis,Herman Cohen,Warners,Craze,1974,col,Comd,0,H,Rome city estate church hospital
992,G.Wilder,Victor Drai,Orion,The Woman in Red,1984,DeLuxe,Comd,*,H,Rome city estate church hospital
993,Gn.Nelson,Sam Katzman,MGM,Harum Scarum,1965,col,Musc,*,H,Rome city estate church hospital desert csd desert
994,Hessler,Charles H. Schneer,Columbia,The Golden Voyage of Sinbad,1974,Tcol,Fant,*,H,Arabia
995,G.Reinhardt,G.Reinhardt,MGM,,1954,Ecol,Comd,0,H,Arabia
996,Teshigahara,Kiichi Ichikawa,Tesigahara,Rikyu,1990,bnw,Dram,tedious,VIP,Barcelona city bar
997,Colpi,Jacques Nahum,Lyre,Une Aussi Longue Absence,1961,bnw,Romt,*,H,Paris city
998,Reinl,Arthur Brauner,A Jay,Im Stahlnetz des Dr.~Mabuse,1962,bnw,Horr,*,H,Chicago city
999,JCassavetes,JCassavetes,JCassavetes,I'm Almost Not Crazy,1994,col,Docu,0,H,L.A. city
1000,Garfein,George Justin,U.A.,Something Wild,1961,bnw ,Docu,0,H,L.A. city
1001,Quintero,Louis deRochemont,Warners,The Roman Spring of Mrs Stone,1961,Tcol,Dram,*,H,Rome city
1002,Rouch,Louis deRochemont,Warners,Chronique d'un \'Et\'e,1961,Tcol,Dram,*,H,Rome city
1003,Brando,Frank P. Rosenberg,Paramount,One Eyed Jacks,1961,Tcol,West,0,H,Rome city
1004,N.Kaplan,Frank P. Rosenberg,Paramount,Plaisir D'Amour,1991,Tcol,Romt,0,H,Grand Palais museum csd movies
1005,Pasolini,Frank P. Rosenberg,Paramount,The 120 days of Sodom,1975,bnw,Porn,*,H,Rome city home
1006,DeBroca,Georges Danciger,Filmsonor,Chouans !,1987,Ecol,Comd,**,H,Rome city home csd csd
1007,Etaix,Georges Danciger,Capac,Happy Anniversary,1961,bnw,Comd,*,H,Paris city
1008,Morrissey,Jack Simmons,Atlantic ,Beethoven' Nephew,1986,col,Porn,0,H,L.A. city
1009,Taviani,V.Taviani,Atlantic ,Fiorile,1994,Ecol,Hist,Patrice Kahn's favorite,VIP,L.A. city csd movies csd
1010,Zadek,V.Taviani,Atlantic ,Die Kurve,1961,bnw,Susp,Patrice Kahn's favorite,VIP,L.A. city csd movies csd csd
1011,R.Lester,Terence Marsh,CBS,Finders Keepers,1984,Tcol,Susp,0,H,NYC train city
1012,R.Metzger,Rich.Gordon,Grenadier,The Cat and the Canary,1978,Tcol,Romt,0,H,NYC train city estate
1013,Polanski,Polanski,Paramount,The Ninja Cafe,1999,col,Horr ,***,RE,cruise ship
1014,Peckinpah,Robert M. Sherman,EMI,The Osterman Weekend,1983,col,Actn,**,CG,cruise ship csd csd
1015,Clarke,Robert M. Sherman,EMI,The Cool World,1964,col,Docu,**,CG,Harlem slum
1016,S.Leone,Aaron Milchan,Embassy,Once Upon A Time in America,1984,Tcol,Actn,**,H,Harlem slum
1017,Vorkapich,Aaron Milchan,Embassy,The Mask,1961,col,Horr,**,H,Harlem slum
1018,Morrow,Aaron Milchan,Embassy,Sledge,1961,col,Horr,**,H,Harlem slum
1019,Reitherman,Aaron Milchan,Disney,Daffy Duck's Quackbusters,1988,Tcol,Cart,**,H,Harlem slum csd
1020,Margheriti,Goffredo Lombardo,MGM,Castle of Blood,1964,col,Horr,**,H,Damascus
1021,RobbeGrillet,Goffredo Lombardo,MGM,Trans-Europe Express,1966,col,Susp,**,H,Damascus train
1022,Varda,Goffredo Lombardo,MGM,A hundred and one nights,1998,col,BioP,**,H,Nantes town theater
1023,Vohrer,Goffredo Lombardo,UCC,"Die T\""ur mit den Sieben Schl\:ossern",1962,bnw,Horr,**,H,Nantes town theater
1024,Bertolucci,Jeremy~Thomas,Miramax,Besieged,1999,col,Dram,*,AAdir,Bejing city desert estate
1025,Bt.Blier,Jeremy~Thomas,Miramax,Mon Homme,1996,col,Romt,*,AAfor,Bejing city desert estate
1026,B.Girard,Hitchcock,Shamley,Water's Edge,1964,TV,Susp,*,AAfor,boxing rinks sports
1027,Jarrot,Jan Williams,Disney,The Amateur,1982,Tcol,Advt,0,H,Hollywood city town island sea
1028,Silverstein,Howard,Disney,The Car,1977,col,West,0,H,Hollywood city town island sea
1029,F.Perry,Frank Yablans,Fox,On The Bridge,1982,col,Docu,Margulies: bad movies we love,VIP,Hollywood city town island sea school resort hospital
1030,Englund,Englund,U-I,The Ugly American,1962,Ecol,Dram,Margulies: bad movies we love,VIP,Hollywood city town island sea school resort hospital
1031,Rocha,Englund,U-I,Antonio das Mortes,1962,Ecol,Dram,Margulies: bad movies we love,VIP,Bahia city
1032,G.R.Hill,Robert L. Crawford,Orion,The Little Drummer Girl,1984,col,Dram,**,RE,Meering Academy school home
1033,Lamb,Lamb,Art Films Int.,Aqua Sex,1965,col,Porn,**,RE,Meering Academy school home resort resort
1034,Herk,Herk,Herts-Lion,Carnival of Souls,1962,bnw,Horr,Zinneman,VIP,Meering Academy school home resort resort
1035,Leytis,Hitchcock,Shamley,The Sorcerer's Apprentice,1962,TV,Horr,Zinneman,VIP,Meering Academy school home resort resort
1036,deAndrade,Hitchcock,Shamley,Matrimonial Warfare,1975,TV,Dram,Zinneman,VIP,Meering Academy school home resort resort sports csd city
1037,Frost,Wesdon Bishop,Olympic,House on Bare Mountain,1962,TV,Horr,Zinneman,VIP,Meering Academy school home resort resort sports csd city school
1038,Martinson,James Begg,Fox,The Kid with the Broken Halo,1965,col,Comd,*,H,NYC city
1039,Yates,Roland Croft,Touchstoners,Hot Rock,1999,col,Dram,**+,RE,Marin County city csd jail
1040,R.Donner,R.Donner,Warners,Lethal Weapon 4,1998,col,Actn,0,H,NYC city
1041,Tronson,R.Donner,Warners,Ring of Spies,1964,col,BioP,0,H,London city
1042,R.Nelson,Anita Doohan,Cine Artists,Embryo,1976,col,ScFi,0,H,London city hospital csd
1043,S.Pollack,John Davis,Paramount,Random,1998,col,Dram,**,T90,Washington city
1044,Munk,John Davis,Kadr ,Pasazerka,1963,bnw,Dram,*,H,Washington city
1045,A.Segal,David Susskind,Paramount,All The Way Home,1963,bnw,Dram,**,H,Washington city town
1046,Warhol,David Susskind,Paramount,The Nude Restaurant,1967,bnw,Dram,**,H,Washington city town
1047,Bud~Yorkin,Norman~Lear,Warners,The Thief Who Came to Dinner,1973,col,Comd,0,H,London city
1048,Widerberg,Waldemar Bergendahl,Saggitarius,Man on the Roof,1977,Ecol,Comd,GrandJury,Palm,London city
1049,Topper,Waldemar Bergendahl,AA,The Strangler,1963,bnw,Horr,0,H,London city
1050,Digues,Waldemar Bergendahl,AA,Ganga Zumba,1963,bnw,Horr,0,H,London city
1051,Harrington,Rony Yacov,Cannon,Mata Hari,1985,Ecol,Dram,0,H,London city
