,dir_name,prod_name,studio_name,title,year,prc,cat,awattr,awtype,location
472,N.Nosseck,,,A Mother's Justice,1991,,,-,VIP,
473,Vavra,,,Virginity,1937,,,-,VIP,
474,Hansen,,,Ave Maria,1954,,,-,VIP,
475,S.Simon,,,The Lust for Gold,1949,,,*,H,
476,Witney,,,The Republic Story,1991,,,*,H,
477,Blake,,,Two Sisters,1938,,,*,H,
478,ChristianJaque,,,Lady Hamilton,1967,,,silver,Baer,
479,Pommer,,,Vessel of Wrath,1938,,,**,H,
480,Beebe,,,The Golden Idol,1954,,,**,H,
481,Kanin,,,Some Kind of Hero,1982,,,0,H,
482,Waggner,,,Tangier,1946,,,*,H,
483,Leeds,,,Time to Kill,1943,,,*,H,
484,J.Logan,,,Paint Your Wagon,1969,,,**,H,
485,Goodwins,,,Fireman Save My Child,1954,,,0,H,
486,Waszynski,,,The Dybbuk,1938,,,0,H,
487,Sinclair,,,That Wonderful Urge,1948,,,0,H,
488,Nigh,,,Mr.~Wong in Chinatown,1939,,,0,H,
489,Lederman,,,Tarzan's Revenge,1938,,,0,H,
490,Maisch,,,"Andalusische N\""achte",1938,,,0,H,
491,Ucicky,,,"Das M\""adchen Johanna",1938,,,0,H,
492,And.Stone,,,The Great Waltz,1972,,,Kael 'an atrocity',VIP,
493,Stafford,,,"Sing, Bing, Sing",1939,,,Kael 'an atrocity',VIP,
494,Ch.Vidor,,,A Farewell to Arms,1957,,,0,H,
495,D.Fleischer,,,Mr.~Bug goes to Town,1941,,,*,H,
496,Kautner,,,Ludwig II,1955,,,*,H,
497,Bucquet,,,Dragon Seed,1944,,,*,H,
498,Carstairs,,,Weekend With Lulu,1961,,,*,H,
499,J.Tourneur,,,Curse of the Demon,1957,,,***,H,
500,Kern,,,Two Tickets to Broadway,1951,,,0,H,
501,Godfrey,,,Please Murder Me,1956,,,0,H,
502,Rowland,,,These Wilder Years,1956,,,0,H,
503,Morse,,,Dangerous Money,1946,,,0,H,
504,T.Reed,,,What a Life,1939,,,0,H,
505,McGann,,,Blackwell's Island,1939,,,0,H,
506,UnYear39,,,Of Mice and Men,1939,,,0,H,
507,deToth,,,Gold for the Caesars,1964,,,0,H,
508,B.Hill,,,The East Side Kids,1940,,,0,H,
509,Cabanne,,,The Mummy's Hand,1940,,,**,H,
510,Ch.Jones,,,The Phantom Tollbooth,1969,,,**,NFR,
511,F.Allen,,,Beyond the Rockies,1940,,,v,H,
512,G.Pascal,,,Caesar and Cleopatra,1945,,,***,H,
513,Reis,,,New Mexico,1952,,,0,H,
514,Harlow,,,Spellbound,1940,,,0,H,
515,J.H.Lewis,,,Terror in a Texas Town,1958,,,*,H,
516,Delannoy,,,Le Soleil des Voyous,1967,,,*,H,
517,Shores,,,Charlie Chan at the Wax Museum,1940,,,*,H,
518,N.Smith,,,Calling All Husbands,1940,,,v,H,
519,Welles,,,The Deep,1969,,,*,H,
520,Lindberg,,,June Night,1940,,,*,H,
521,P.Sturges,,,Les Carnets de Major Thompson,1950,,,0,H,
522,Brass,,,Los Bordeles de Paprika,1991,,,0,H,
523,Castellvi,,,Julieta y Romeo,1940,,,0,H,
524,B.Dearden,,,The Man who Haunted Himself,1970,,,0,H,
525,Boetticher,,,Arruza,1968,,,0,H,
526,Sharpsteen,,,Dumbo,1941,,,***,H,
527,Ch.Crichton,,,A Fish Named Wanda,1988,,,#14,Fun,
528,Bradley,,,They Saved Hitler's Brain,1963,,,not,H,
529,D.Miller,,,Executive Action,1973,,,*,H,
530,Sidney,,,Half a Sixpence,1967,,,*,H,
531,Rapper,,,Born Again,1978,,,0,H,
532,J.Huston,,,The Dead,1987,,,*,NSFC,
533,K.Hoffman,,,Wir Wunderkinder,1958,,,*,NSFC,
534,Comfort,,,Eight O'Clock Walk,1948,,,0,H,
535,L.Howard,,,The Gentle Sex,1943,,,**,H,
536,P.Jackson,,,The Frighteners,1996,,,***,H,
537,R.Castellani,,,Romeo and Juliet,1953,,,0,H,
538,R.Murphy,,,The Lady in the Iron Mask,1953,,,0,H,
539,Heisler,,,Hitler,1961,,,0,H,
540,Tetzlaff,,,Son of Sinbad,1955,,,***,H,
541,deSica,,,The Garden of the Finzi-Continis,1971,,,*,AAfor,
542,W.Morgan,,,Mr.~District Attorney,1941,,,*,AAfor,
543,Richebe,,,Madame San G\^ene,1941,,,*,AAfor,
544,Unknown41,,,The First of the Few,1942,,,*,AAfor,
545,Lewin,,,Saadia,1953,,,0,H,
546,Ant.Mann,,,The Fall of the Roman Empire,1964,,,**,H,
547,Sjoberg,,,The Island,1966,,,*,H,
548,Frend,,,The Cruel Sea,1953,,,**,RFP,
549,Lean,,,A Passage to India,1984,,,**,H,
550,Zinneman,,,Five Days One Summer,1982,,,**,H,
551,Lacombe,,,Martin Roumagnac,1946,,,**,H,
552,Alessandrini,,,"We, The Living",1942,,,**,H,
553,Clouzot,,,la Myst\`ere de Picasso,1956,,,***,H,
554,Rawlins,,,Dick Tracy Meets Gruesome,1947,,,0,H,
555,Dassin,,,Circle of Two,1980,,,*,H,
556,Yarborough,,,The Seven Faces of Dr.Lao,1995,,,0,H,
557,J.Becker,,,Le Trou,1960,,,*,H,
558,Arliss,,,Miss Tulip Stays the Night,1955,,,*,H,
559,Visconti,,,The Innocent,1979,,,Zinneman,VIP,
560,M.Gordon,,,The Impossible Years,1968,,,0,H,
561,V.Sherman,,,The Damned Don't Cry,1950,,,*,H,
562,W.Fox,,,Bowery at Midnight,1942,,,0,H,
563,Selim,,,Romeo and Juliet,1942,,,0,H,
564,Kurosawa,,,Madadayo,1993,,,***,AAdir,
565,Walters,,,"Walk, Don't Run",1966,,,*,H,
566,Launder,,,The Great St.~Trinian's Tarin Robbery,1966,,,***,H,
567,F.M.Wilcox,,,Forbidden Planet,1956,,,*,H,
568,Simonelli,,,Non Mi Muovo!,1943,,,*,H,
569,Levin,,,Murderers' Row,1967,,,0,H,
570,Schuster,,,Tarzan's Hidden Jungle,1955,,,0,H,
571,Shumlin,,,Confidential Agent,1945,,,**,H,
572,Jennings,,,A Diary for Timothy,1945,,,****,H,
573,Deren,,,Meshes of the Afternoon,1943,,,****,H,
574,Robson,,,Earthquake,1974,,,*,H,
575,Billon,,,Vautrin,1943,,,*,H,
576,Hyams,,,The Relic,1996,,,**,CG,
577,Clement,,,Is Paris Burning?,1966,,,***,AAfor,
578,Bresson,,,L'Argent,1983,,,v,H,
579,Gilliat,,,Endless Night,1982,,,*,H,
580,V.Guest,,,When Dinosaurs Ruled The Earth,1970,,,*,H,
581,Minnelli,,,A Matter of Time,1976,,,0,H,
582,W.Castle,,,Project X,1974,,,0,H,
583,UnYear43,,,Auf Wiedersehen Francisca,1943,,,0,H,
584,Mattsson,,,The Murderer,1967,,,gold,Baer,
585,Odets,,,None But the Lonely Heart,1944,,,gold,Baer,
586,Schary,,,Act One,1963,,,gold,Baer,
587,Blatt,,,Escape in the Desert,1945,,,0,H,
588,Clifton,,,Seven Doors to Death,1944,,,0,H,
589,Dell,,,Don't Take it to Heart,1944,,,*,H,
590,L.Allan,,,"Another Time, Another Place",1958,,,0,H,
591,L.Olivier,,,The Prince and the Showgirl,1958,,,*,H,
592,Auger,,,The Story of O,1959,,,*,H,
593,Karlson,,,Walking Tall,1973,,,*,H,
594,R.Boulting,,,The Last Word,1973,,,*,H,
595,LeBorg,,,The Black Sheep,1956,,,*,H,
596,Whorf,,,Most Likely to Succeed,1962,,,*,H,
597,R.Wise,,,"Star Trek, the Motion Picture",1979,,,*,H,
598,Newfield,,,The Lost Continent,1951,,,not,H,
599,Petrov,,,The First Front,1949,,,not,H,
600,David,,,Last on a Train,1945,,,not,H,
601,Bennett,,,The Seventh Veil,1945,,,*,AAN,
602,D.Siegel,,,The Dead Pool,1988,,,0,H,
603,E.Kazan,,,Spain,1979,,,***,H,
604,deCordova,,,Frankie and Johnny,1966,,,0,H,
605,Seaton,,,Airport,1970,,,***,H,
606,Walker,,,Road to Bali,1952,,,*,H,
607,I.Bergman,,,In the Presence of a Clown,1997,,,**,H,
608,Berry,,,The Bad News Bears Go to Japan,1978,,,not,H,
609,M.Nosseck,,,Dillinger,1945,,,*,H,
610,Soffici,,,Spendthrift,1945,,,*,H,
611,Germi,,,Alfredo Alfredo,1973,,,*,H,
612,Hamer,,,School for Scoundrels,1960,,,*,H,
613,Rossellini,,,General della Rovere,1959,,,French: 1/10 best ever,VIP,
614,Berke,,,The Jungle,1952,,,0,H,
615,Reisch,,,Song of Scheherazade,1945,,,0,H,
616,A.Joffe,,,Du Rififi chez les Femmes,1959,,,0,H,
617,D.Nichols,,,Mourning Becomes Electra,1947,,,0,H,
618,Lampin,,,The Idiot,1946,,,0,H,
619,Clurman,,,Deadline at Dawn,1946,,,0,H,
620,Moon,,,God of Creation,1946,,,0,H,
621,J.Sturges,,,The Eagle Has Landed,1977,,,0,H,
622,J.L.Mankiewicz,,,Sleuth,1972,,,**,H,
623,Annakin,,,The New Adventures of Pippi Longstocking,1988,,,0,H,
624,Zampa,,,The Woman of Rome,1954,,,0,H,
625,Shane,,,Nightmare,1956,,,0,H,
626,Ustinov,,,Hammersmith is Out,1972,,,0,H,
627,Freda,,,La morte non conta i dollari,1967,,,0,H,
628,R.Fleischer,,,Red Sonja,1985,,,*,CG,
629,Montgomery,,,Once More My Darling,1946,,,0,H,
630,Goldbeck,,,Love Laughs at Andy Hardy,1946,,,0,H,
631,W.Staudte,,,Catherine of Russia,19yy,,,0,H,
632,Travers,,,Dual Alibi,1947,,,0,H,
633,Windust,,,Cheap is Cheap,1959,,,***,H,
634,Vorhaus,,,Bury Me Dead,1947,,,Eastman: 10 best classic,VIP,
635,Hartman,,,Mr. Imperium,1951,,,0,H,
636,Herbert,,,Scudda-Ho Scudda-Hay,1947,,,0,H,
637,G.S.Kaufman,,,The Senator was Indiscreet,1947,,,0,H,
638,J.Hill,,,Black Beauty,1971,,,0,H,
639,J.E.Grant,,,Angel and the Badman,1947,,,0,H,
640,L.Gilbert,,,Stepping Out,1991,,,0,H,
641,N.Ray,,,55 Days at Peking,1961,,,*,H,
642,Neame,,,First Monday in October,1981,,,0,H,
643,Rossen,,,They Came to Cordura,1980,,,*,H,
644,DeSantis,,,Rome 11 O'Clock,1952,,,*,H,
645,Melville,,,Dirty Money,1972,,,*,H,
646,Fisher,,,Frankenstein and the Monster from Hell,1973,,,*,H,
647,UnYear47,,,Combat America,1947,,,*,H,
648,Unknown4,,,Something Got to Give,1962,,,*,H,
649,Polonsky,,,Tell Them Willie Boy is Here,1969,,,***,H,
650,Knowles,,,Easy Money,1948,,,0,H,
651,Barton,,,The Shaggy Dog,1959,,,*,H,
652,Parry,,,"Tread Softly, Stranger",1958,,,0,H,
653,Cornelius,,,Law and Disorder,1958,,,0,H,
654,Gage,,,The Velvet Touch,1948,,,*,H,
655,Losey,,,Steel,1980,,,0,H,
656,LeChanois,,,L'Ecole Buissoni\`ere,1948,,,*,H,
657,Audry,,,Soledad,1966,,,*,H,
658,L.Collins,,,Jungle Goddess,1948,,,*,H,
659,L.R.Foster,,,Tonka,1958,,,0,H,
660,R.Thomas,,,It's not the Size That Counts,1975,,,0,H,
661,Mate,,,The 300 Spartans,1962,,,*,H,
662,Clowes,,,No Orchids for Miss Blandish,1948,,,"Hilariously awful, one of the worst films ever made",VIP,
663,T.Young,,,Bloodline,1967,,,0,H,
664,W.Asher,,,How to Stuff a Wild Bikini,1965,,,not,H,
665,Abrahams,,,Docks of New Orleans,1948,,,not,H,
666,Falconi,,,The Loves of Don Juan,1948,,,not,H,
667,xHussein,,,Anjuman,1948,,,not,H,
668,Cayatte,,,Verdict,1974,,,*,H,
669,Lamorisse,,,Le ballon rouge,1955,,,*,H,
670,C.Bragaglia,,,"Figaro Qua, Figaro la",1950,,,*,H,
671,Brannon,,,Zombies of the Stratosphere,1952,,,*,H,
672,F.Markle,,,The Incredible Journey,1963,,,*,H,
673,Franju,,,La Faute de l'Abb\'e Mouret,1970,,,*,H,
674,Gene~Kelly,,,The Cheyenne Social Club,1970,,,**,AAN,
675,Keller,,,Tammy and the Doctor,1963,,,0,H,
676,Guillermin,,,King Kong Lives,1986,,,*,H,
677,Barnett,,,Fall of the House of Usher,1949,,,0,H,
678,Seiden,,,"God, Man, and Devil",1949,,,0,H,
679,Tati,,,Traffic,1971,,,0,H,
680,Landers,,,Man in The Dark,1953,,,0,H,
681,Sholem,,,Jungle Man-Eaters,1954,,,0,H,
682,deCanonge,,,"Derniere heure, edition speciale",1949,,,0,H,
683,Fuller,,,Big Red One,1972,,,0,H,
684,Mackendrick,,,Sammy Going South,1962,,,*,RFP,
685,Donen,,,Blame it on Rio,1984,,,*,H,
686,W.Jackson,,,Alice In Wonderland,1951,,,*,H,
687,Stroux,,,Begegnung mit Werther,1949,,,*,H,
688,Junil,,,Crows and Sparrows,1949,,,*,H,
689,Fellini,,,Intervista,1992,,,0,H,
690,Grayson,,,Room to Let,1950,,,0,H,
691,Fregonese,,,Appaches Last Battle,1964,,,*,H,
692,Fraser,,,Chained for Life,1950,,,0,H,
693,Cass,,,Last Holiday,1950,,,*,H,
694,Lupino,,,The Trouble With Angels,1966,,,0,H,
695,Donohue,,,Babes in Toyland,1961,,,0,H,
696,Genet,,,The Thief's Journal,1955,,,0,H,
697,LeeThompson,,,Allan Quatermain and the Lost City of Gold,1986,,,Maxwell,VIP,
698,Pevney,,,Mysterious Island of Beautiful Women,1979,,,v,H,
699,Antonioni,,,Par-dela les Nuages,1994,,,*,H,
700,Frank,,,Lost and Found,1979,,,*,H,
701,M.Anderson,,,Murder by Phone,1982,,,0,H,
702,R.Brooks,,,Wrong is Right,1981,,,***,RE,
703,Pottier,,,Caroline Ch\'erie,1950,,,***,RE,
704,R.S.Baker,,,The Treasure of Monte Christo,1961,,,0,H,
705,Imamura,,,The Eel,1998,,,Golden,Palm,
706,deHeredia,,,The Loves of Don Juan,1950,,,Golden,Palm,
707,UnYear50,,,Hollywood Bound,1950,,,Golden,Palm,
708,Resnais,,,Providence,1976,,,Golden,W50,
709,Rim,,,Seven Capital Sins,1951,,,v,H,
710,C.Siodmak,,,Love-Slaves of the Amazon,1957,,,v,H,
711,Endfield,,,De Sade,1961,,,*,H,
712,D.Weis,,,Crazy,1985,,,0,H,
713,Bernds,,,The Three Stooges in Orbit,1962,,,0,H,
714,Hoellering,,,Murder in the Cathedral,1951,,,0,H,
715,Grigoriou,,,Bitter Bread,1951,,,0,H,
716,H.Haas,,,The Girl on the Bridge,1951,,,0,H,
717,Kress,,,Lassie,1992,,,0,H,
718,H.Jones,,,Wolf Larsen,1958,,,0,H,
719,Bunin,,,Alice In Wonderland,1951,,,0,H,
720,Zampi,,,Five Golden Hours,1961,,,0,H,
721,Henreid,,,Ballad in Blue,1965,,,0,H,
722,Lorre,,,Der Verlone,1951,,,0,H,
723,Clavel,,,Une Histoire d'Amour,1951,,,*,H,
724,Parrish,,,A Town Called Hell,1971,,,*,H,
725,Quine,,,The Prisoner of Zenda,1979,,,0,H,
726,Sale,,,Gentlemen Prefer Brunettes,1955,,,0,H,
727,Snyder,,,Michelangelo,1989,,,0,AA,
728,Fosse,,,Star 80,1983,,,0,H,
729,Marker,,,A Day in the Life of Andrei Arsenevich,2001,,,0,H,
730,Nyby,,,First to Fight,1967,,,0,H,
731,Dan.Mann,,,Matilda,1978,,,0,H,
732,Marischka,,,Sissi - Schicksalsjahre einer Kaiserin,1957,,,0,H,
733,Quimby,,,Johann Mouse,1952,,,***,H,
734,Tashlin,,,The Glass Bottom Boat,1966,,,0,H,
735,G.Hamilton,,,Tendres Cousines,1983,,,0,H,
736,Franciolini,,,"Hello, Elephant",1952,,,0,H,
737,Bartlett,,,Children of Sanchez,1978,,,0,H,
738,Horner,,,The Wild Party,1956,,,0,H,
739,J.Hopper,,,Day of Reckoning,1962,,,0,H,
740,Howe,,,"Go Man, Go",1952,,,0,H,
741,K.Hughes,,,Sextette,1978,,,*,H,
742,Kardos,,,Small Town Girl,1952,,,*,H,
743,Berlanga,,,Welcome Mr.~Marshall,1952,,,*,H,
744,Box,,,The Truth About Women,1957,,,*,H,
745,Juran,,,Siege of the Saxons,1962,,,great visual effects,VIP,
746,Brook,,,The Mahabharata,1989,,,*,H,
747,Ph.Leacock,,,The Curse of King Tut's Tomb,1980,,,*,H,
748,W.Wright,,,Shadow in the Sky,1952,,,*,H,
749,Toye,,,The Stranger Left No Card,1952,,,**,H,
750,Scotese,,,Carmen Prohibida,1952,,,**,H,
751,Delvaux,,,L'Oevre au Noir,1988,,,**,H,
752,A.Ford,,,Five Boys from Barska,1953,,,**,H,
753,Laven,,,The Return of Verge Likens,1964,,,0,H,
754,Sucksdorff,,,The Great Adventure,1953,,,**,H,
755,Hilton,,,Cat Women of the Moon,1953,,,**,H,
756,Ch.Frank,,,Intimate Relations,1953,,,**,H,
757,D.Powell,,,The Hunters,1958,,,0,H,
758,Kurys,,,Apres l'Amour,1993,,,0,AAN,
759,E.D.Wood~jr,,,The Sinister Urge,1961,,,Worst film ever made,VIP,
760,Lourie,,,Gorgo,1961,,,Worst film ever made,VIP,
761,Ferrin,,,The Hindu,1953,,,Worst film ever made,VIP,
762,Essex,,,"I, The Jury",1953,,,**,CG,
763,Carr,,,Captain Scarlett,1953,,,0,H,
764,Arnold,,,The Mouse that Roared,1959,,,**,CG,
765,Hibbs,,,The Spoilers,1955,,,*,H,
766,Ivory,,,The Golden Bowl,2001,,,v,AANdir,
767,Shindo,,,Kuroneko,1967,,,v,AANdir,
768,Comencini,,,La Boheme,1988,,,v,AANdir,
769,L.Anderson,,,The Whales of August,1987,,,**,H,
770,Cacoyannis,,,Iphigenia,1976,,,**,H,
771,McLaren,,,Beggone Dull Care,1953,,,****,H,
772,Nunally~J.,,,The World of Henry Orient,1964,,,0,H,
773,R.D.Webb,,,Love Me Tender,1956,,,0,H,
774,Aldrich,,,All the Marbles,1981,,,0,H,
775,S.Sheldon,,,The Buster Keaton Story,1957,,,0,H,
776,Kubrick,,,Eyes Wide Shut,1999,,,*,H,
777,Sewell,,,The Vampire Beast Craves Blood,1968,,,*,H,
778,Rilla,,,Cairo,1963,,,0,H,
779,Marton,,,Around the World Under the Sea,1966,,,**,AAN,
780,Wajda,,,The Horse Hair Ring,1992,,,*,BFA,
781,Guy~Green,,,Once is Not Enough,1975,,,v,H,
782,Schaefer,,,Right of Way,1984,,,v,H,
783,Strock,,,Gog,1954,,,v,H,
784,Koch,,,Andy Hardy Comes Home,1958,,,0,H,
785,J.Ireland,,,The Fast and Furious,1954,,,0,H,
786,Algar,,,Fantasia 2000,1999,,,0,H,
787,J.Judge,,,The Golden Mistress,1954,,,0,H,
788,J.Webb,,,Dragnet,1966,,,*,H,
789,Ichikawa,,,The Phoenix,1977,,,***,H,
790,Benedek,,,Thanatos Palace Hotel,1965,,,***,H,
791,Norman,,,Dunkirk,1958,,,*,H,
792,Truman,,,Secret Agent,1980,,,*,H,
793,Koundouros,,,1922,1978,,,*,H,
794,Glenville,,,Hotel Paradiso,1966,,,*,CG,
795,Francisci,,,Le Fatiche di Ercole,1957,,,*,CG,
796,S.Ray,,,The Stranger,1992,,,Gold,Bear,
797,Kinegusa,,,Gate of Hell,1954,,,Gold,Bear,
798,Tanaka,,,"Godzilla, King of the Monsters",1954,,,Gold,Bear,
799,Ismael,,,After the Curfew,1954,,,Gold,Bear,
800,Tucker,,,Robot Monster,1954,,,Gold,Bear,
801,Y.Robert,,,My Father's Glory,1982,,,*,H,
802,Alan~Smithee,,,Raging Angels,199x,,,*,H,
803,Blasetti,,,Too Bad She's Bad,1955,,,*,H,
804,Sakellarios,,,"Music, Poverty, and Pride",1955,,,*,H,
805,B.Edwards,,,Son of the Pink Panther,1993,,,0,H,
806,VeSota,,,The Brain Eaters,1975,,,0,H,
807,Laughton,,,The Night of the Hunter,1955,,,**,H,
808,Sautet,,,Nelly and Monsieur Arnaud,1996,,,*,Cesardir,
809,C.Wilde,,,Shark's Treasure,1975,,,*,H,
810,Gould,,,Jungle Moon Men,1955,,,*,H,
811,Del.Mann,,,Separate Tables,1983,,,**,H,
812,Medford,,,The Organization,1971,,,0,H,
813,Fowler,,,The Rebel Set,1959,,,0,H,
814,Tzavellas,,,Antigone,1961,,,0,H,
815,H.Hoffman,,,The Invisible Boy,1957,,,0,H,
816,Luske,,,Lady and the Tramp,1955,,,**,H,
817,Verneuil,,,Des Gens sans Importance,1955,,,**,H,
818,Wolff,,,Drei von der Tankstelle,1955,,,**,H,
819,I.Allen,,,The Swarm,1978,,,0,W50,
820,J.Parker,,,Dementia,1955,,,0,W50,
821,Clayton,,,Something Wicked This Way Comes,1983,,,0,H,
822,Addis,,,The Indestructible Mr.~Weems,1957,,,0,H,
823,Shavelson,,,A New Kind of Love,1963,,,0,H,
824,Panama,,,"Coffee, Tea, or Me?",1973,,,***,H,
825,dosSantos,,,Como era Gostoso o Meu Frances,1971,,,***,H,
826,Ph.Dunne,,,Blindfold,1966,,,0,H,
827,P.Saville,,,Metroland,1999,,,0,H,
828,Altman,,,Gosford Park,2002,,,GC***,AA,
829,Rbt.Gordon,,,It Came from beneath the Sea,1955,,,GC***,AA,
830,Corman,,,Watchers II,1987,,,**,H,
831,Ghatak,,,Subarnarekha,1965,,,**,H,
832,Milland,,,A Man Alone,1955,,,0,H,
833,R.Stevens,,,"The Monkey's Paw, A Retelling",1965,,,0,H,
834,St.Kramer,,,The Runner Stumbles,1979,,,0,H,
835,Hani,,,Hatsui Jigokuhen,1968,,,0,H,
836,Gries,,,The Greatest,1980,,,*,H,
837,V.Davies,,,The Benny Goodman Story,1955,,,*,H,
838,Fairchild,,,John and Julie,1955,,,0,H,
839,A.Biberman,,,The Price of Fear,1956,,,0,H,
840,Band,,,I Bury the Living,1957,,,0,H,
841,McLaglen,,,The Sea Wolves,1980,,,*,H,
842,C.Donner,,,A Christmas Carol,1982,,,0,H,
843,McGuire,,,The Delicate Delinquent,1957,,,0,H,
844,F.Cockrell,,,The Rose Garden,1956,,,0,H,
845,F.Cook,,,A Love Affair: The Eleanor and Lou Gehrig Story,1980,,,***,H,
846,Eichorn,,,The Violent Years,1956,,,***,H,
847,Lyon,,,Great Locomotive Chase,1956,,,*,H,
848,Pollock,,,,1999,,,*,H,
849,G.Oswald,,,Agent for H.A.R.M.,1966,,,*,H,
850,Daugherty,,,Nothing Ever Happens in Linvale,1963,,,*,H,
851,Cornfield,,,title,1956,,,*,H,
852,J.M.Lucas,,,Malice Domestic,1957,,,*,H,
853,Kadar,,,The Shop on Main Street,1964,,,Zinneman,VIP,
854,Anthony,,,Tomorrow,1972,,,Zinneman,VIP,
855,Neilson,,,Summer Magic,1963,,,*,H,
856,Rivette,,,Divertimento,1993,,,*,H,
857,Bricken,,,Touch\'e,1959,,,*,H,
858,Malle,,,Vanya on 42nd Street,1994,,,*,AAN,
859,Ferreri,,,Tales of Ordinary Madness,1981,,,*,AAN,
860,Ritt,,,Iris and Stanley,1989,,,*,H,
861,Cerf,,,Jungle Hell,1956,,,*,H,
862,R.Lewis,,,If Things Were Different,1980,,,*,H,
863,Vadim,,,Don Juan,1973,,,not,H,
864,Post,,,Diary of a Teenage Hitchhiker,1979,,,*,CG,
865,UnYear51,,,Mademoiselle Striptease,1957,,,*,CG,
866,Unknown56,,,The Wonderful Country,1956,,,*,CG,
867,Hiller,,,"Burn, Hollywood, Burn: An Alan Smithee Film",1998,,,0,H,
868,Ryazanov,,,A Forgotten Tune for the Flute,1987,,,0,H,
869,Jewell,,,Hold That Hypnotist,1957,,,0,H,
870,Burt~Balaban,,,"Murder, Incorporated",1957,,,0,H,
871,D.Taylor,,,Antigone,1985,,,*,H,
872,Molinaro,,,Beaumarchais l'insolent,1996,,,0,H,
873,Mendez,,,El Ataud del Coffin,1958,,,0,H,
874,Rosi,,,Dimenticare Palermo,1990,,,**,H,
875,G.Thomas,,,Carry On Emanuelle,1977,,,0,H,
876,Frankenheimer,,,Ronin,1998,,,Margulies: bad movies we love,VIP,
877,Honda,,,Godzilla's Revenge,1969,,,Margulies: bad movies we love,VIP,
878,J.B.Clark,,,Flipper,1996,,,0,H,
879,Winner,,,Wicked Lady,1983,,,0,H,
880,Relph,,,Rockets Galore,1957,,,0,H,
881,Wekwerth,,,Mutter Courage und Ihre Kinder,1961,,,0,H,
882,Acub,,,Three Fugitives,1957,,,0,H,
883,Landres,,,The Vampire,1957,,,0,H,
884,Birdwell,,,The Girl in the Kremlin,1957,,,0,H,
885,R.Day,,,The Man With Bogart's Face,1980,,,0,H,
886,Mulligan,,,The Man in the Moon,1991,,,0,H,
887,Furie,,,Purple Hearts,1984,,,*,H,
888,Lumet,,,Gloria,1999,,,0,H,
889,Spielberg,,,Saving Private Ryan,1998,,,35,AAdir,
890,Siliphant,,,The Woman Who Turned to Salt,1958,,,35,AAdir,
891,W.Price,,,"Rock, Rock, Rock",1957,,,35,AAdir,
892,Mehboob,,,Mother India,1957,,,35,AAN,
893,Masumura,,,Seisaku no Tsuma,1965,,,35,AAN,
894,UnYear57,,,Stage Struck,1957,,,35,AAN,
895,Crabtree,,,Fiend Without a Face,1958,,,35,AAN,
896,A.Reisner,,,Saint Louis Blues,1958,,,35,AAN,
897,Napoleon,,,Too Much Too Soon,1958,,,*,H,
898,Quinn,,,The Buccaneer,1958,,,not,H,
899,A.Penn,,,Four Friends,1981,,,*,H,
900,Ripley,,,Thunder Road,1958,,,*,H,
901,Sagal,,,"Rich Man, Poor Man",1976,,,*,H,
902,Chabrol,,,Merci pour le Chocolat,2000,,,**,H,
903,Rich,,,A Family Upside Down,1980,,,0,H,
904,Swift,,,How To Succeed in Business Without Really Trying,1967,,,**,H,
905,Truffaut,,,Vivement Dimanche,1983,,,Zinneman,Cesardir,
906,Dunn,,,Cosmic Monster,1958,,,Zinneman,Cesardir,
907,Gilling,,,Blood from the Mummy's Tomb,1971,,,0,H,
908,Elman,,,On the Nose,1958,,,0,H,
909,Kershner,,,Robocop III,1991,,,*,H,
910,Lerner,,,Murder by Contract,1958,,,*,H,
911,Yeaworthy,,,Beware! The Blob,1972,,,*,H,
912,Cardiff,,,The Liquidator,1965,,,*,H,
913,Clavell,,,The Last Valley,1971,,,0,H,
914,J.Ferrer,,,State Fair,1962,,,0,H,
915,Reisz,,,Everybody Wins,1989,,,Kael: ***,VIP,
916,Fruh,,,"Uli, le Valet de ferme",1960,,,Kael: ***,VIP,
917,Foder,,,tom thumb,1958,,,Kael: ***,VIP,
918,Benacerraf,,,Araya,1958,,,Kael: ***,VIP,
919,Camus,,,Black Orpheus,1958,,,*,AAfor,
920,daCosta,,,The Music Man,1962,,,***,H,
921,Pialat,,,van Gogh,1992,,,Golden,Palm,
922,N.LLoyd,,,The Life Work of Juan Diaz,1964,,,Golden,Palm,
923,Cunha,,,Missile to the Moon,1959,,,Golden,Palm,
924,Hayers,,,The Trap,1966,,,**,H,
925,S.Holt,,,Monsieur Lecoq,1968,,,*,H,
926,Whitney,,,Tarzan's Jungle Rebellion,1970,,,*,H,
927,Chahine,,,The Sparrow,1973,,,*,H,
928,Tarkovsky,,,The Sacrifice,1986,,,**,H,
929,Wicki,,,Morituri,1965,,,*,H,
930,C.Haas,,,Forecast: Low Clouds and Coastal Fog,1963,,,*,H,
931,Dimopoulos,,,Astero,1959,,,*,H,
932,D.Sharp,,,The Thirty-nine Steps,1978,,,*,H,
933,Petrie,,,Miss Congeniality,2000,,,0,H,
934,Rohmer,,,Rendezvouz in Paris,1996,,,*,H,
935,Schmidhauser,,,Seelische Grausamkeit,1961,,,*,H,
936,Newland,,,"My Love, My Son",1970,,,*,H,
937,Godard,,,Histoire(s) du Cinema,1997,,,**,H,
938,Horn,,,The Tender Poisoner,1962,,,**,H,
939,M.Ferrer,,,Green Mansions,1959,,,**,H,
